Game #1 ended with a failed escape after 3 clicks and balance of $188.75
Game #2 ended with a failed escape after 1 clicks and balance of $163.75
Game #3 ended with a failed escape after 3 clicks and balance of $138.75
Game #4 ended with a failed escape after 21 clicks and balance of $113.75
Game #5 ended with a failed escape after 10 clicks and balance of $88.75
Game #6 ended with a SUCCESSFUL escape after 10 clicks and balance of $363.75
Game #7 ended with a failed escape after 36 clicks and balance of $338.75
Game #8 ended with a failed escape after 12 clicks and balance of $313.75
Game #9 ended with a SUCCESSFUL escape after 11 clicks and balance of $588.75
